TransactionID,CustomerID,ProductID,TransactionDate,Amount,ChargebackStatus,ChargebackReason,Country,City
208,399,42,2023-05-14,892.19,No,,Argentina,Buenos Aires
209,122,71,2023-02-27,156.89,No,,Brazil,Rio de Janeiro
210,103,24,2023-10-09,438.37,No,,Brazil,Rio de Janeiro
211,315,90,2023-09-07,844.14,No,,Argentina,Córdoba
212,91,52,2023-04-14,391.97,No,,Brazil,São Paulo
213,335,17,2024-01-26,81.47,No,,Costa Rica,San José
214,475,39,2023-01-05,382.2,No,,Colombia,Medellín
215,162,57,2023-02-03,766.71,No,,Mexico,Monterrey
216,243,52,2023-01-03,608.41,No,,Uruguay,Salto
217,318,5,2023-10-23,381.81,No,,Peru,Cusco
218,308,91,2024-04-22,990.33,No,,Brazil,Brasília
219,228,86,2023-03-16,619.23,No,,Peru,Cusco
220,449,40,2024-03-29,743.93,No,,Brazil,Brasília
221,38,75,2023-02-13,459.6,No,,Peru,Cusco
222,88,48,2023-03-22,146.66,No,,Brazil,São Paulo
223,379,10,2023-03-25,872.43,No,,Argentina,Córdoba
224,245,36,2023-01-21,755.92,No,,Peru,Lima
225,76,18,2024-01-20,475.91,No,,Venezuela,Valencia
226,476,58,2023-02-23,507.46,No,,Peru,Arequipa
227,249,17,2023-03-21,278.06,No,,Venezuela,Maracaibo
228,104,43,2023-08-11,247.78,No,,Chile,Valparaíso
229,229,76,2023-06-14,181.62,No,,Chile,Valparaíso
230,303,81,2023-07-06,347.32,No,,Colombia,Medellín
231,67,61,2023-09-25,851.93,No,,Costa Rica,San José
232,392,62,2024-05-04,194.75,No,,Argentina,Córdoba
233,313,72,2024-05-25,268.14,No,,Uruguay,Punta del Este
234,309,61,2024-01-20,238.95,No,,Argentina,Córdoba
235,200,5,2023-12-30,990.64,No,,Costa Rica,Cartago
236,246,52,2024-03-15,550.44,No,,Mexico,Monterrey
237,41,91,2024-01-31,866.38,No,,Colombia,Bogotá
238,319,55,2024-02-16,951.7,No,,Mexico,Mexico City
239,95,29,2023-08-17,969.4,No,,Brazil,Brasília
240,413,49,2023-12-03,83.57,No,,Costa Rica,Alajuela
241,287,17,2023-02-04,324.71,No,,Uruguay,Montevideo
242,498,18,2024-04-15,605.61,No,,Colombia,Medellín
243,163,18,2024-05-27,355.8,No,,Mexico,Mexico City
244,454,53,2023-01-19,145.71,No,,Chile,Santiago
245,307,64,2024-03-01,851.68,No,,Venezuela,Maracaibo
246,238,96,2023-01-13,799.65,No,,Venezuela,Maracaibo
247,275,15,2023-07-31,128.78,No,,Brazil,São Paulo
248,466,15,2024-06-08,448.13,No,,Colombia,Cali
249,312,84,2023-06-22,163.61,No,,Uruguay,Salto
250,293,49,2023-11-01,368.22,No,,Uruguay,Punta del Este
251,153,28,2023-07-27,536.63,No,,Venezuela,Maracaibo
252,349,68,2024-03-07,368.56,No,,Mexico,Mexico City
253,124,91,2023-02-14,364.03,No,,Costa Rica,Alajuela
254,63,49,2024-04-08,476.45,No,,Mexico,Monterrey
255,256,22,2023-11-10,385.7,No,,Brazil,Rio de Janeiro
256,193,72,2023-06-30,587.1,No,,Colombia,Bogotá
257,258,30,2024-02-21,714.46,No,,Argentina,Córdoba
258,499,99,2023-08-21,768.25,No,,Brazil,São Paulo
259,172,62,2024-01-08,940.94,No,,Chile,Valparaíso
260,38,71,2024-06-16,735.69,No,,Brazil,Rio de Janeiro
261,357,45,2023-07-28,789.08,No,,Peru,Cusco
262,110,94,2023-12-28,274.46,No,,Chile,Valparaíso
263,438,40,2023-05-10,344.44,No,,Chile,Valparaíso
264,96,2,2024-06-02,339.77,No,,Uruguay,Salto
265,445,95,2023-07-08,691.29,No,,Chile,Valparaíso
266,435,26,2023-07-11,325.48,No,,Brazil,Rio de Janeiro
267,497,18,2023-08-04,249.6,No,,Mexico,Guadalajara
268,255,90,2024-01-13,389.67,No,,Chile,Valparaíso
269,102,41,2024-06-02,638.73,No,,Mexico,Mexico City
270,424,44,2024-03-02,271.76,No,,Colombia,Medellín
271,438,33,2023-05-29,170.37,No,,Argentina,Rosario
272,23,26,2024-02-29,734.22,No,,Peru,Lima
273,277,75,2023-06-25,104.53,No,,Costa Rica,San José
274,240,53,2024-02-24,656.43,No,,Chile,Concepción
275,452,40,2024-01-09,169.11,No,,Colombia,Bogotá
276,314,96,2023-01-03,775.86,No,,Chile,Santiago
277,410,100,2023-03-26,45.63,No,,Uruguay,Montevideo
278,398,85,2024-06-05,756.25,No,,Venezuela,Valencia
279,268,39,2023-08-06,662.61,No,,Argentina,Rosario
280,134,48,2024-02-25,678.92,No,,Venezuela,Valencia
281,51,28,2023-08-11,773.29,No,,Brazil,Brasília
282,57,90,2023-08-04,784.67,No,,Costa Rica,San José
283,410,15,2024-04-03,840.07,No,,Chile,Valparaíso
284,21,77,2023-02-21,992.71,No,,Colombia,Bogotá
285,318,75,2023-05-26,18.14,No,,Colombia,Bogotá
286,372,80,2023-01-16,893.61,No,,Peru,Arequipa
287,142,75,2023-09-27,666.67,No,,Colombia,Medellín
288,223,11,2024-04-19,614.74,No,,Costa Rica,San José
289,184,71,2023-06-06,956.85,No,,Venezuela,Maracaibo
290,89,46,2024-06-30,674.91,No,,Peru,Arequipa
291,131,69,2024-02-04,554.16,No,,Peru,Arequipa
292,391,21,2023-04-04,508.66,No,,Chile,Valparaíso
293,351,4,2023-02-27,214.92,No,,Peru,Arequipa
294,355,17,2023-03-13,602.02,No,,Chile,Santiago
295,252,23,2023-11-03,291.82,No,,Mexico,Monterrey
296,98,47,2023-08-27,65.76,No,,Venezuela,Caracas
297,408,36,2024-04-19,508.97,No,,Colombia,Cali
298,447,23,2024-06-02,352.29,No,,Colombia,Medellín
299,2,80,2023-12-19,161.8,No,,Argentina,Buenos Aires
300,203,39,2023-04-19,147.23,No,,Venezuela,Maracaibo
301,228,71,2023-03-02,60.97,No,,Chile,Concepción
302,120,17,2023-05-15,107.76,No,,Brazil,Brasília
303,302,75,2023-05-14,460.58,No,,Colombia,Bogotá
304,111,60,2024-02-19,356.56,No,,Costa Rica,San José
305,453,31,2023-08-21,875.22,No,,Brazil,Brasília
306,85,66,2024-03-27,367.91,No,,Chile,Concepción
307,82,48,2024-05-23,294.93,No,,Venezuela,Valencia
308,203,63,2024-03-02,498.98,No,,Venezuela,Valencia
309,342,53,2023-04-14,432.42,No,,Chile,Valparaíso
310,389,61,2023-08-08,25.69,No,,Brazil,Rio de Janeiro
311,303,88,2023-04-27,660.66,No,,Peru,Lima
312,138,44,2024-06-14,205.15,No,,Uruguay,Salto
313,193,75,2024-06-13,965.6,No,,Colombia,Medellín
314,85,87,2023-01-31,177.75,No,,Colombia,Bogotá
315,417,8,2024-03-04,412.56,No,,Brazil,Rio de Janeiro
316,171,25,2024-06-14,695.86,No,,Argentina,Rosario
317,395,42,2023-05-06,98.98,No,,Argentina,Buenos Aires
318,75,7,2024-01-28,807.69,No,,Chile,Valparaíso
319,32,1,2023-12-01,776.08,No,,Argentina,Córdoba
320,481,15,2023-10-11,363.46,No,,Colombia,Medellín
321,31,31,2024-02-16,51.67,No,,Brazil,Brasília
322,488,29,2024-02-07,686.65,No,,Brazil,Rio de Janeiro
323,135,13,2023-06-15,953.28,No,,Brazil,Brasília
324,206,6,2024-06-26,438.81,No,,Chile,Santiago
325,18,12,2024-02-27,468.58,No,,Brazil,Brasília
326,293,100,2023-01-15,955.81,No,,Argentina,Rosario
327,242,29,2023-08-17,451.56,No,,Colombia,Medellín
328,216,35,2023-08-09,838.32,No,,Colombia,Bogotá
329,423,81,2023-09-13,589.43,No,,Uruguay,Punta del Este
330,274,100,2023-05-24,622.8,No,,Mexico,Monterrey
331,220,53,2024-06-23,672.81,No,,Uruguay,Salto
332,351,57,2023-04-19,382.14,No,,Argentina,Córdoba
333,241,63,2023-07-07,55.15,No,,Costa Rica,San José
334,151,99,2023-08-20,924.13,No,,Chile,Concepción
335,166,94,2023-08-03,725.61,No,,Colombia,Medellín
336,330,66,2023-08-21,732.23,No,,Costa Rica,Cartago
337,447,96,2024-02-27,141.82,No,,Argentina,Buenos Aires
338,173,8,2024-06-01,783.66,No,,Peru,Cusco
339,22,49,2023-11-17,123.71,No,,Uruguay,Montevideo
340,266,87,2023-11-02,329.41,No,,Colombia,Cali
341,420,14,2023-05-31,740.07,No,,Chile,Santiago
342,212,31,2023-10-12,144.2,No,,Colombia,Bogotá
343,113,39,2023-03-23,55.72,No,,Peru,Lima
344,82,74,2023-01-29,82.49,No,,Venezuela,Maracaibo
345,371,12,2024-04-10,771.4,No,,Chile,Valparaíso
346,378,34,2023-10-02,555.59,No,,Argentina,Rosario
347,428,60,2023-04-06,673.83,No,,Venezuela,Caracas
348,392,90,2024-05-18,938.45,No,,Colombia,Medellín
349,32,4,2023-02-07,418.56,No,,Peru,Lima
350,459,94,2024-04-17,31.51,No,,Uruguay,Salto
351,235,73,2024-05-23,65.17,No,,Brazil,São Paulo
352,7,33,2023-10-20,481.51,No,,Argentina,Córdoba
353,284,45,2023-02-07,725.08,No,,Venezuela,Maracaibo
354,494,27,2023-06-15,907.13,No,,Argentina,Buenos Aires
355,94,7,2023-10-01,912.46,No,,Uruguay,Salto
356,302,2,2024-03-21,770.25,No,,Mexico,Guadalajara
357,480,92,2023-07-30,239.65,No,,Brazil,São Paulo
358,152,48,2023-02-03,82.03,No,,Venezuela,Valencia
359,181,21,2024-03-18,53.3,No,,Colombia,Medellín
360,356,88,2023-09-06,300.84,No,,Uruguay,Punta del Este
361,409,94,2023-05-28,713.84,No,,Chile,Valparaíso
362,223,38,2023-01-11,21.85,No,,Costa Rica,Alajuela
363,418,34,2023-10-02,273.69,No,,Brazil,Brasília
364,304,24,2023-01-20,912.91,No,,Brazil,Brasília
365,34,3,2023-03-18,962.08,No,,Mexico,Mexico City
366,66,62,2024-06-14,30.64,No,,Costa Rica,Alajuela
367,128,73,2023-08-03,820.14,No,,Argentina,Buenos Aires
368,496,75,2024-04-14,53.32,No,,Mexico,Guadalajara
369,446,41,2023-04-08,532.87,No,,Peru,Arequipa
370,303,75,2024-01-24,431.6,No,,Costa Rica,Alajuela
371,296,54,2023-04-24,638.91,No,,Mexico,Guadalajara
372,120,76,2024-02-01,387.09,No,,Brazil,Rio de Janeiro
373,368,47,2024-01-10,345.56,No,,Peru,Lima
374,460,21,2023-09-27,30.38,No,,Mexico,Guadalajara
375,375,90,2023-11-21,724.24,No,,Venezuela,Valencia
376,166,47,2023-01-22,28.21,No,,Venezuela,Maracaibo
377,199,95,2023-03-27,918.19,No,,Venezuela,Caracas
378,113,85,2023-12-28,370.41,No,,Mexico,Monterrey
379,24,67,2024-06-02,631.4,No,,Costa Rica,Cartago
380,167,83,2024-05-23,546.92,No,,Brazil,Rio de Janeiro
381,300,83,2024-02-13,14.62,No,,Costa Rica,Alajuela
382,184,68,2023-02-14,172.54,No,,Brazil,Rio de Janeiro
383,38,92,2024-05-20,10.24,No,,Mexico,Mexico City
384,260,100,2023-12-08,999.2,No,,Venezuela,Valencia
385,141,88,2023-01-28,79.32,No,,Costa Rica,Cartago
386,356,95,2023-06-13,15.16,No,,Peru,Arequipa
387,115,97,2024-06-07,948.65,No,,Chile,Valparaíso
388,350,3,2024-03-09,131.23,No,,Costa Rica,San José
389,74,4,2024-03-27,932.77,No,,Peru,Lima
390,150,21,2024-03-08,750.75,No,,Mexico,Guadalajara
391,239,45,2023-05-06,521.05,No,,Argentina,Rosario
392,113,23,2023-03-14,411.92,No,,Brazil,São Paulo
393,186,26,2024-03-02,172.93,No,,Costa Rica,Cartago
394,338,69,2023-07-13,812.07,No,,Venezuela,Valencia
395,209,67,2024-06-04,921.52,No,,Colombia,Cali
396,321,25,2023-04-13,582.37,No,,Brazil,Brasília
397,403,43,2024-01-30,493.04,No,,Mexico,Guadalajara
398,402,50,2024-02-08,163.31,No,,Costa Rica,Alajuela
399,34,9,2023-05-02,544.69,No,,Chile,Concepción
400,434,81,2024-06-03,356.53,No,,Mexico,Mexico City
401,209,70,2023-07-01,985.49,No,,Mexico,Monterrey
402,166,59,2023-10-28,875.85,No,,Peru,Arequipa
403,110,69,2024-03-31,189.14,No,,Chile,Valparaíso
404,360,29,2023-09-28,662.19,No,,Costa Rica,San José
405,480,60,2023-08-17,716.57,No,,Costa Rica,Cartago
406,487,82,2024-02-12,339.43,No,,Argentina,Córdoba
407,78,41,2023-10-04,867.47,No,,Chile,Concepción
408,117,78,2023-11-11,552.0,No,,Brazil,Rio de Janeiro
409,5,78,2023-09-13,94.84,No,,Chile,Concepción
410,184,21,2023-01-29,255.75,No,,Venezuela,Caracas
411,46,90,2023-01-29,35.79,No,,Brazil,Brasília
412,370,70,2024-01-07,772.6,No,,Argentina,Buenos Aires
413,422,88,2023-04-26,578.99,No,,Uruguay,Punta del Este
414,210,37,2023-07-30,321.72,No,,Colombia,Bogotá
415,191,69,2023-12-16,910.98,No,,Costa Rica,San José
416,346,61,2024-02-07,441.38,No,,Uruguay,Salto
417,172,49,2024-04-08,378.39,No,,Uruguay,Montevideo
418,357,63,2023-05-11,887.06,No,,Brazil,Rio de Janeiro
419,211,63,2023-12-09,310.45,No,,Peru,Lima
420,393,99,2024-05-08,396.74,No,,Mexico,Guadalajara
421,39,83,2023-09-25,883.48,No,,Argentina,Buenos Aires
422,23,9,2023-08-29,583.45,No,,Costa Rica,San José
423,413,32,2023-07-01,871.72,No,,Uruguay,Montevideo
424,22,88,2023-09-04,507.0,No,,Brazil,Rio de Janeiro
425,286,27,2024-04-23,158.78,No,,Peru,Lima
426,390,88,2024-02-22,998.57,No,,Costa Rica,Alajuela
427,58,36,2023-02-18,225.33,No,,Costa Rica,Cartago
428,482,65,2023-02-23,525.83,No,,Chile,Valparaíso
429,224,88,2024-05-27,452.89,No,,Venezuela,Valencia
430,413,77,2023-06-21,459.7,No,,Colombia,Cali
431,459,12,2023-06-03,555.0,No,,Chile,Santiago
432,81,24,2024-03-07,404.01,No,,Venezuela,Valencia
433,478,28,2023-07-25,41.09,No,,Peru,Arequipa
434,199,45,2023-08-19,906.33,No,,Costa Rica,Alajuela
435,449,37,2024-02-14,299.13,No,,Costa Rica,Alajuela
436,358,6,2024-01-04,699.93,No,,Mexico,Monterrey
437,83,27,2024-04-02,108.75,No,,Peru,Lima
438,290,70,2023-06-12,312.0,No,,Peru,Arequipa
439,299,95,2023-09-04,290.52,No,,Costa Rica,San José
440,154,46,2024-06-10,242.82,No,,Uruguay,Punta del Este
441,277,41,2024-05-30,835.18,No,,Venezuela,Caracas
442,77,74,2024-05-28,325.05,No,,Brazil,São Paulo
443,391,44,2023-02-10,315.11,No,,Uruguay,Punta del Este
444,363,78,2023-01-06,513.63,No,,Peru,Cusco
445,363,21,2023-06-15,327.67,No,,Chile,Valparaíso
446,189,90,2023-02-22,211.43,No,,Peru,Arequipa
447,358,66,2023-12-15,562.16,No,,Mexico,Monterrey
448,128,71,2024-05-17,222.33,No,,Peru,Cusco
